time,race1,race2,supplyUsed1,supplyUsed2,supplyMade1,supplyMade2,totalIncome1,totalIncome2,mineralsIncome1,mineralsIncome2,vespeneIncome1,vespeneIncome2,totalResources1,totalResources2,minerals1,minerals2,vespene1,vespene2,activeWorkers1,activeWorkers2,army1,army2,technology1,technology2,lostResources1,lostResources2,winner
307,1,0,55.5,45.0,58.0,46.0,1583,1566,1427,1231,156,335,228,161,164,94,64,67,33,23,1225,1300,450,825,775,1831,1
314,1,0,55.5,46.0,58.0,46.0,1555,1706,1399,1371,156,335,173,242,89,189,84,53,35,23,1125,1300,450,825,1006,1831,1
321,1,0,55.5,46.0,58.0,54.0,1667,1622,1511,1287,156,335,373,442,269,349,104,93,35,23,1125,1300,450,825,1006,1831,1
329,1,0,57.5,48.0,66.0,54.0,1718,1628,1539,1315,179,313,368,233,244,204,124,29,38,25,1125,1200,450,825,1006,1931,1
336,1,0,57.5,47.0,66.0,54.0,1774,1516,1595,1203,179,313,288,383,144,314,144,69,40,25,1125,1200,450,825,1006,1931,1
343,1,0,56.5,48.0,74.0,54.0,1919,1734,1763,1399,156,335,419,568,259,459,160,109,39,26,1125,1475,450,825,1006,1931,1
350,1,0,61.5,49.0,74.0,62.0,1919,2048,1763,1735,156,313,104,744,24,599,80,145,39,26,1125,1475,450,925,1006,1931,1
357,1,0,59.5,47.0,74.0,62.0,2003,1942,1847,1651,156,291,199,565,99,384,100,181,39,27,825,1400,450,925,1306,2206,1
364,1,0,58.0,46.0,82.0,62.0,2059,1902,1903,1567,156,335,294,715,174,494,120,221,42,29,550,1275,450,925,1581,2331,1
371,1,0,57.0,52.0,82.0,62.0,2110,2042,1931,1707,179,335,514,505,374,369,140,136,44,29,550,1275,450,1025,1581,2331,1
379,1,0,65.0,53.0,74.0,62.0,2166,2238,1987,1903,179,335,134,535,99,384,35,151,45,30,550,1275,450,1025,1681,2331,1
386,1,0,68.0,55.0,74.0,62.0,1975,2188,1819,1875,156,313,115,421,89,234,26,187,44,31,700,1375,450,925,1681,2356,1
393,1,0,68.0,56.0,74.0,62.0,2199,2070,2043,1735,156,335,385,516,339,289,46,227,44,33,700,1275,450,925,1681,2456,1
400,1,0,73.0,58.0,74.0,70.0,2255,1958,2099,1623,156,335,225,171,159,154,66,17,44,33,1200,1550,575,1000,1681,2456,1
407,1,0,72.0,59.0,74.0,70.0,2177,2104,1931,1791,246,313,411,537,309,434,102,103,45,35,1300,1600,825,1000,1681,2456,1
414,1,0,75.0,61.0,88.0,70.0,2222,2188,1819,1875,403,313,347,247,189,204,158,43,46,36,1300,1600,825,1000,1681,2456,1
421,1,0,75.0,62.0,88.0,70.0,2378,2042,1819,1707,559,335,429,322,299,239,130,83,51,37,1450,1600,825,1000,1681,2456,1
429,1,0,81.0,64.0,88.0,85.0,2457,1986,1763,1651,694,335,224,387,64,264,160,123,51,39,1450,1600,950,1000,1681,2456,1
436,1,0,80.0,64.0,88.0,85.0,2518,2076,1847,1763,671,313,445,493,209,384,236,109,50,39,1550,1650,1200,1300,1681,2456,1
443,1,0,83.0,69.0,96.0,85.0,2586,2171,1959,1791,627,380,97,566,39,409,58,157,56,41,1550,1950,1200,1550,1681,2456,1
450,1,0,85.0,71.0,96.0,85.0,2748,2126,2099,1679,649,447,237,388,99,329,138,59,56,42,1550,1950,1200,1550,1681,2456,1
457,1,0,87.0,72.0,96.0,85.0,2972,2362,2323,1735,649,627,487,583,269,444,218,139,59,43,1550,1950,1325,1550,1681,2456,1
464,1,0,91.0,79.0,96.0,85.0,3090,2698,2463,2071,627,627,258,599,14,509,244,90,63,45,1550,2100,1325,1550,1681,2456,1
471,1,0,89.0,80.0,96.0,85.0,3246,2552,2575,1903,671,649,393,394,69,224,324,170,61,46,1350,2100,1325,1650,1881,2456,1
479,1,0,89.0,83.0,120.0,85.0,3162,2502,2491,1875,671,627,659,405,259,159,400,246,65,47,1450,2250,1325,1650,1881,2456,1
486,1,0,99.0,84.0,120.0,85.0,3000,2742,2351,2071,649,671,510,750,159,424,351,326,65,48,1450,2250,1325,1550,1881,2481,1
493,1,0,99.0,85.0,144.0,85.0,2966,3078,2295,2407,671,671,584,710,149,304,435,406,65,48,1450,2300,1325,1550,1881,2481,1
500,1,0,107.0,94.0,136.0,109.0,3381,3028,2463,2379,918,649,609,632,154,279,455,353,65,49,1450,2725,1325,1550,1981,2481,1
507,1,0,117.0,96.0,136.0,109.0,3538,3028,2575,2379,963,649,445,682,124,349,321,333,65,50,1950,2725,1325,1550,1981,2481,1
514,1,0,121.0,103.0,152.0,109.0,3594,3084,2631,2435,963,649,576,488,239,279,337,209,65,51,2250,2825,1325,1550,2081,2481,1
521,1,0,131.0,105.0,152.0,125.0,3638,2860,2631,2211,1007,649,496,313,164,124,332,189,65,52,2650,2975,1325,1850,2081,2481,1
529,1,0,142.0,109.0,152.0,125.0,3560,2944,2575,2295,985,649,217,274,94,109,123,165,65,54,3050,3250,1325,1850,2081,2481,1
536,1,0,148.0,113.0,152.0,125.0,3510,3750,2547,3079,963,671,334,149,174,29,160,120,65,54,3250,3400,1325,1850,2081,2481,1
543,1,0,148.0,117.0,152.0,125.0,3594,3890,2631,3219,963,671,475,330,249,234,226,96,65,56,4050,3800,1325,2050,2081,2481,1
550,1,0,152.0,120.0,152.0,125.0,3644,3868,2659,3219,985,649,605,556,309,384,296,172,65,57,4450,3900,1325,2050,2081,2481,1
557,1,0,168.0,124.0,168.0,125.0,3650,3734,2687,3107,963,627,236,447,24,299,212,148,65,58,4850,3950,1325,2150,2081,2481,1
564,1,0,168.0,130.0,176.0,133.0,3566,3896,2603,3247,963,649,467,447,139,319,328,128,65,61,4850,4225,1325,2350,2081,2481,1
571,1,0,168.0,133.0,170.0,133.0,3666,3868,2659,3219,1007,649,622,547,174,339,448,208,65,61,5050,4325,1325,2350,2431,2481,1
579,1,0,170.0,133.0,170.0,133.0,3750,3778,2743,3107,1007,671,853,468,439,184,414,284,65,64,5850,4625,1325,2350,2431,2481,1
586,1,0,166.0,134.0,186.0,149.0,3678,3778,2715,3107,963,671,1180,798,654,434,526,364,65,63,5650,4500,1325,2350,2631,2806,1
593,1,0,182.0,136.0,210.0,141.0,3538,3246,2575,2575,963,671,501,979,59,539,442,440,65,62,5850,4750,1325,2350,2631,3031,1
600,1,0,187.0,141.0,218.0,141.0,3504,3067,2519,2351,985,716,321,957,209,429,112,528,64,62,5850,4850,1325,2350,2631,3031,1
607,1,0,191.0,143.0,218.0,149.0,3504,2955,2519,2239,985,716,392,1023,239,411,153,612,64,62,6350,5050,1325,2350,2731,3081,1
614,1,0,191.0,147.0,218.0,149.0,3448,2938,2463,2155,985,783,798,754,529,221,269,533,64,64,7250,5150,1325,2600,2731,3081,1
621,1,0,195.0,148.0,218.0,149.0,3392,2989,2407,2183,985,806,744,560,459,156,285,404,64,64,7300,5250,1325,2600,2931,3081,1
629,1,0,199.0,152.0,218.0,165.0,3314,2843,2351,2015,963,828,731,471,434,146,297,325,64,66,7100,5500,1325,2600,3131,3081,1
636,1,0,199.5,156.0,218.0,165.0,3314,3185,2351,2379,963,806,717,661,529,240,188,421,64,67,7075,5500,1325,2600,3156,3081,1
643,1,0,169.0,132.0,218.0,165.0,3308,2776,2323,2015,985,761,512,578,354,69,158,509,62,52,5350,4625,1325,2600,5381,4981,1
650,1,0,166.0,120.0,218.0,180.0,3398,2406,2435,1735,963,671,328,768,204,179,124,589,62,45,4950,4475,1325,2600,6181,5756,1
657,1,0,165.0,122.0,210.0,180.0,3342,2423,2379,1707,963,716,309,741,219,64,90,677,62,48,4450,4550,1325,2600,6681,5956,1
664,1,0,168.0,124.0,210.0,180.0,3274,2507,2267,1791,1007,716,309,599,199,59,110,540,61,48,5050,4750,1325,2600,6681,5956,1
671,1,0,168.0,129.0,216.0,180.0,3302,3134,2295,2351,1007,783,605,765,379,129,226,636,61,50,5650,5000,1325,2600,6681,5956,1
679,1,0,168.0,135.0,216.0,180.0,3286,3067,2323,2239,963,828,547,821,434,89,113,732,65,51,5850,5000,1325,2600,6681,5956,1
686,1,0,181.0,138.0,216.0,180.0,3342,3185,2379,2379,963,806,303,838,199,114,104,724,65,52,5850,5100,1325,2600,6681,5956,1
693,1,0,183.0,142.0,224.0,180.0,3364,3521,2379,2715,985,806,583,848,359,124,224,724,65,54,5850,5250,1325,2600,6681,5956,1
700,1,0,185.0,146.0,224.0,180.0,3342,3274,2379,2491,963,783,554,909,314,214,240,695,64,55,6500,5625,1575,2600,6681,5956,1
707,1,0,184.0,152.0,224.0,180.0,3370,3353,2407,2547,963,806,970,999,614,204,356,795,63,57,6500,5775,1575,2825,6681,5956,1
714,1,0,199.0,158.0,224.0,180.0,3286,3521,2211,2715,1075,806,627,1035,139,144,488,891,66,58,6500,5825,1575,2825,6681,5956,1
721,1,0,199.0,160.0,224.0,180.0,3454,3566,2155,2715,1299,851,1053,1055,409,214,644,841,66,60,6500,6075,1575,2825,6681,5956,1
729,1,0,196.0,163.0,224.0,180.0,3543,3263,2267,2435,1276,828,1484,1311,684,374,800,937,81,61,6500,6450,1950,2825,6831,5956,1
736,1,0,187.0,164.0,218.0,188.0,3353,3157,2211,2351,1142,806,1548,1095,624,216,924,879,78,57,6200,6450,1950,3075,7631,6256,1
743,1,0,178.0,164.0,218.0,188.0,3090,3129,2127,2323,963,806,1939,975,899,146,1040,829,77,56,5800,6450,1950,3075,8031,6506,1
750,1,0,174.0,165.0,218.0,188.0,3062,3297,2099,2491,963,806,1115,1206,359,281,756,925,75,58,5700,6500,1950,3075,8131,6556,1
757,1,0,179.0,174.0,218.0,188.0,3078,3381,2071,2575,1007,806,1035,841,309,66,726,775,74,61,5700,6550,1950,3150,8131,6556,1
764,1,0,179.0,174.0,218.0,188.0,2854,3207,1847,2379,1007,828,951,717,309,96,642,621,74,62,5700,6600,1950,3150,8131,6556,1
771,1,0,180.0,177.0,218.0,188.0,2838,3174,1875,2323,963,851,993,982,414,261,579,721,74,63,5700,6875,2075,3150,8131,6556,1
779,1,0,190.0,176.0,218.0,188.0,2866,3302,1903,2407,963,895,584,876,139,301,445,575,74,63,6250,7025,2075,3150,8131,6606,1
786,1,0,190.0,183.0,218.0,188.0,3336,3655,2351,2715,985,940,904,908,389,221,515,687,74,63,6250,7275,2075,3150,8131,6656,1
793,1,0,199.0,185.0,218.0,196.0,3006,3638,2043,2743,963,895,725,1226,94,431,631,795,74,63,6350,7550,2075,3150,8131,6656,1
800,1,0,199.0,189.0,218.0,196.0,2754,3851,1791,2911,963,940,1061,957,314,171,747,786,83,64,7100,8075,2075,3150,8131,6656,1
807,1,0,198.0,193.0,218.0,196.0,3106,3767,2099,2827,1007,940,1371,1074,504,301,867,773,82,64,7100,8275,2075,3150,8131,6656,1
814,1,0,185.0,184.0,224.0,196.0,3000,3504,2015,2519,985,985,1713,1436,734,551,979,885,80,64,6350,7650,2075,3150,8881,7281,1
821,1,0,172.0,175.0,230.0,196.0,3062,3538,2099,2575,963,963,384,1663,89,666,295,997,80,64,4150,7100,2425,3150,11081,7931,1
829,1,0,170.0,178.0,230.0,196.0,3454,3521,2491,2603,963,918,605,927,244,126,361,801,77,64,3950,6700,2550,3150,11431,8381,1
836,1,0,180.0,178.0,222.0,196.0,3157,3437,2015,2519,1142,918,138,1343,79,426,59,917,77,64,3950,6975,2550,3150,11531,8381,1
843,1,0,184.0,183.0,222.0,196.0,3846,3409,2435,2491,1411,918,314,1351,154,451,160,900,77,64,4700,7550,2550,3150,11681,8381,1
850,1,0,184.0,179.0,222.0,196.0,4103,3297,2603,2379,1500,918,813,1282,469,391,344,891,77,64,6250,6550,2550,3150,11681,9381,1
857,1,0,200.0,184.0,222.0,196.0,4210,3291,2687,2351,1523,940,307,1379,154,376,153,1003,77,64,6550,6650,2550,3150,11681,9381,1
864,1,0,198.0,180.0,222.0,196.0,4232,3448,2687,2463,1545,985,517,1790,334,671,183,1119,77,64,6750,6450,2550,3150,11781,9781,1
871,1,0,200.0,175.0,222.0,211.0,4170,3325,2603,2407,1567,918,531,1974,314,751,217,1223,77,64,6550,6800,2550,3150,11981,10356,1
879,1,0,200.0,175.0,222.0,211.0,4165,3375,2575,2435,1590,940,648,1976,439,641,209,1335,77,64,7550,7275,2550,3450,11981,10356,1
886,1,0,163.0,153.0,222.0,211.0,4170,3302,2603,2407,1567,895,1122,2244,729,826,393,1418,77,64,5450,6150,2550,3600,14081,11631,1
893,1,0,147.0,149.0,214.0,211.0,4120,3263,2575,2323,1545,940,270,1640,114,406,156,1234,77,64,3600,5450,2550,3600,16381,12431,1
900,1,0,124.0,138.0,214.0,211.0,3622,3314,2099,2407,1523,907,375,1200,114,231,261,969,66,64,2500,4450,2550,3600,18031,13331,1
907,1,0,124.0,140.0,214.0,211.0,3062,3168,1651,2351,1411,817,539,1412,164,351,375,1061,64,64,2350,4650,2550,3825,18281,13331,1
914,1,0,116.0,136.0,214.0,211.0,3050,3213,1819,2407,1231,806,919,1808,404,651,515,1157,64,64,3150,4550,2425,3825,18956,13531,1
921,1,0,105.0,137.0,214.0,211.0,3510,3202,2323,2463,1187,739,616,1894,144,661,472,1233,63,64,1650,5100,2300,3825,20931,13731,1
7,1,0,13.0,13.0,14.0,15.0,251,335,251,335,0,0,30,40,30,40,0,0,12,12,0,0,0,0,0,0,0
14,1,0,13.0,14.0,14.0,15.0,671,671,671,671,0,0,20,70,20,70,0,0,13,13,0,0,0,0,0,0,0
21,1,0,14.0,14.0,14.0,15.0,727,699,727,699,0,0,55,0,55,0,0,0,13,13,0,0,0,0,0,0,0
29,1,0,14.0,15.0,14.0,15.0,755,699,755,699,0,0,145,40,145,40,0,0,13,14,0,0,0,0,0,0,0
36,1,0,16.0,15.0,22.0,15.0,783,783,783,783,0,0,145,135,145,135,0,0,14,14,0,0,0,0,0,0,0
43,1,0,16.0,16.0,22.0,23.0,839,783,839,783,0,0,245,75,245,75,0,0,16,15,0,0,0,0,0,0,0
50,1,0,15.0,16.0,22.0,23.0,839,727,839,727,0,0,40,35,40,35,0,0,15,15,0,0,0,0,0,0,0
57,1,0,17.0,17.0,22.0,23.0,895,755,895,755,0,0,40,75,40,75,0,0,15,16,0,0,0,0,0,0,0
64,1,0,18.0,18.0,22.0,23.0,923,755,923,755,0,0,105,170,105,170,0,0,16,17,0,0,0,0,0,0,0
71,1,0,17.0,18.0,22.0,23.0,895,844,895,755,0,89,185,226,185,210,0,16,17,17,0,0,0,0,0,0,0
79,1,0,17.0,19.0,22.0,23.0,951,911,951,755,0,156,40,327,40,295,0,32,16,18,0,0,0,0,0,0,0
86,1,0,18.0,19.0,22.0,23.0,923,934,923,755,0,179,105,447,105,395,0,52,16,18,0,0,0,150,0,0,0
93,1,0,19.0,20.0,22.0,23.0,979,934,979,755,0,179,170,297,170,275,0,22,18,19,0,0,0,150,0,0,0
100,1,0,20.0,20.0,22.0,23.0,1034,911,923,755,111,156,250,408,230,370,20,38,18,19,0,0,0,150,0,0,0
107,1,0,20.0,20.0,22.0,23.0,1079,939,923,783,156,156,365,123,325,65,40,58,19,19,0,0,0,150,0,0,0
114,1,0,21.0,20.0,22.0,23.0,1079,939,923,783,156,156,450,93,390,15,60,78,20,19,0,0,0,150,0,0,0
121,1,0,25.0,21.0,28.0,23.0,1062,883,951,727,111,156,272,143,200,45,72,98,20,19,0,0,250,150,0,0,0
129,1,0,26.0,22.0,28.0,23.0,1102,1018,1035,839,67,179,360,233,280,115,80,118,21,19,0,100,250,150,0,0,0
136,1,0,28.0,23.0,28.0,23.0,1163,1158,1119,979,44,179,289,113,205,75,84,38,21,20,0,100,250,150,0,0,0
143,1,0,27.0,24.0,28.0,31.0,1247,1247,1203,1091,44,156,147,109,55,105,92,4,20,21,50,150,250,150,0,0,0
150,1,0,28.0,24.0,28.0,31.0,1158,1191,1091,1035,67,156,30,189,30,165,0,24,22,21,50,150,250,150,0,0,0
157,1,0,30.0,25.0,36.0,31.0,1354,1303,1287,1147,67,156,88,344,80,300,8,44,22,22,350,150,250,150,0,0,0
164,1,0,30.0,25.0,36.0,31.0,1298,1191,1231,1035,67,156,251,94,235,30,16,64,23,22,350,150,250,150,0,0,0
171,1,0,34.0,26.0,36.0,31.0,1382,1247,1315,1091,67,156,54,144,30,60,24,84,24,23,400,150,250,150,0,0,0
179,1,0,34.0,26.0,36.0,46.0,1359,1242,1315,1063,44,179,218,344,190,240,28,104,24,23,400,150,250,250,0,0,0
186,1,0,36.0,27.0,36.0,46.0,1382,1326,1315,1147,67,179,126,314,90,190,36,124,26,24,400,150,250,500,0,0,0
193,1,0,42.0,27.0,44.0,46.0,1550,1275,1483,1119,67,156,124,240,80,125,44,115,28,24,400,150,250,500,0,0,0
200,1,0,42.0,32.0,44.0,46.0,1522,1499,1455,1343,67,156,192,165,140,30,52,135,28,25,400,150,250,500,0,0,0
207,1,0,44.0,33.0,44.0,46.0,1634,1443,1567,1287,67,156,250,165,190,10,60,155,32,25,550,150,250,575,0,0,0
214,1,0,47.0,34.0,58.0,46.0,1785,1527,1651,1371,134,156,215,140,135,65,80,75,32,26,550,150,250,575,0,0,0
221,1,0,51.0,35.0,58.0,46.0,1886,1746,1707,1567,179,179,180,245,80,150,100,95,32,27,550,350,250,575,0,0,0
229,1,0,55.0,37.0,66.0,46.0,1891,1690,1735,1511,156,179,206,60,90,45,116,15,35,28,700,350,250,575,0,0,0
236,1,0,57.0,38.0,66.0,61.0,1919,1779,1763,1511,156,268,326,156,190,155,136,1,37,29,700,350,250,725,0,0,0
243,1,0,59.0,40.0,66.0,61.0,2031,1880,1875,1567,156,313,371,131,215,90,156,41,39,30,950,400,250,725,0,0,0
250,1,0,58.5,44.0,66.0,61.0,2171,1992,2015,1679,156,313,636,121,460,40,176,81,41,32,925,400,250,725,25,0,0
257,1,0,65.5,45.0,74.0,61.0,2166,2210,1987,1875,179,335,486,241,290,120,196,121,41,33,1175,400,250,725,25,0,0
264,1,0,68.5,49.0,74.0,61.0,2362,2272,2183,1959,179,313,371,282,155,125,216,157,44,34,1175,550,250,975,25,0,0
271,1,0,72.5,50.0,74.0,61.0,2199,2462,2043,2127,156,335,342,407,110,210,232,197,43,35,1175,550,250,1075,25,0,0
279,1,0,73.5,52.0,74.0,61.0,2143,2350,1987,2015,156,335,312,217,110,30,202,187,49,36,1175,600,250,1075,25,0,0
286,1,0,73.5,60.0,74.0,69.0,2395,2272,2239,1959,156,313,357,38,135,15,222,23,52,38,1175,700,250,1075,25,0,0
293,1,0,73.5,60.0,74.0,69.0,2423,2440,2267,2127,156,313,452,103,210,40,242,63,52,38,1325,700,500,1075,25,0,0
300,1,0,73.5,65.0,74.0,69.0,2647,2462,2491,2127,156,335,597,133,435,30,162,103,52,40,1325,750,500,1075,25,100,0
307,1,0,87.5,65.0,98.0,69.0,2866,2440,2575,2127,291,313,237,69,35,30,202,39,52,40,1325,750,500,1325,25,100,0
314,1,0,87.5,68.0,98.0,77.0,2994,2580,2659,2267,335,313,602,164,360,85,242,79,52,43,1475,1200,500,1425,25,100,0
321,1,0,87.5,71.0,106.0,77.0,2972,2692,2659,2267,313,425,438,290,385,155,53,135,55,43,1475,1300,700,1425,25,100,0
329,1,0,87.5,72.0,98.0,77.0,3078,2927,2743,2323,335,604,273,197,205,190,68,7,55,45,1925,1300,700,1425,125,100,0
336,1,0,87.5,77.0,98.0,77.0,3134,2838,2799,2211,335,627,533,82,425,70,108,12,55,47,2175,1450,700,1425,125,100,0
343,1,0,97.5,77.0,114.0,77.0,3112,2888,2799,2239,313,649,354,188,210,75,144,113,54,47,2375,1450,700,1425,125,100,0
350,1,0,96.0,84.0,122.0,85.0,3140,2692,2827,2043,313,649,669,238,485,45,184,193,54,49,2250,1500,700,1425,250,100,0
357,1,0,99.0,84.0,122.0,85.0,3050,2670,2715,2043,335,627,879,489,655,220,224,269,54,51,2750,1600,700,1425,250,100,0
364,1,0,96.0,69.0,122.0,85.0,3056,2686,2743,2015,313,671,1205,869,945,520,260,349,54,51,2550,900,700,1575,400,900,0
371,1,0,98.5,64.0,122.0,93.0,3078,2261,2743,1679,335,582,1065,852,765,439,300,413,54,50,2325,700,700,1575,775,1200,0
379,1,0,97.0,64.0,122.0,93.0,2994,2171,2659,1679,335,492,800,941,460,522,340,419,53,48,2350,700,950,1575,800,1275,0
386,1,0,98.0,63.0,122.0,93.0,2888,2009,2575,1539,313,470,646,555,420,80,226,475,61,47,2300,800,950,1575,850,1425,0
393,1,0,96.0,65.0,122.0,93.0,2776,1902,2463,1455,313,447,926,651,660,124,266,527,59,47,2300,850,950,1575,850,1425,0
400,1,0,96.0,69.0,122.0,93.0,2826,2009,2491,1539,335,470,1271,627,965,44,306,583,63,47,2300,900,950,1875,850,1425,0
407,1,0,105.0,73.0,122.0,93.0,3050,2395,2715,1791,335,604,1206,797,860,234,346,563,63,49,2300,1100,950,1875,850,1425,0
414,1,0,112.0,76.0,128.0,93.0,3140,2989,2827,2295,313,694,822,742,640,99,182,643,63,50,2300,1100,950,1875,850,1425,0
421,1,0,117.0,80.0,128.0,93.0,3526,3280,3191,2631,335,649,1002,834,780,144,222,690,64,51,2750,1200,950,1975,850,1425,0
429,1,0,117.0,87.0,128.0,93.0,3498,3398,3163,2771,335,627,1122,745,1010,104,112,641,70,53,3150,1350,950,1975,875,1425,0
436,1,0,117.0,91.0,128.0,109.0,3560,3532,3247,2883,313,649,1528,755,1380,84,148,671,75,54,3150,1400,950,2425,875,1425,0
443,1,0,120.0,95.0,128.0,109.0,3930,3728,3303,3079,627,649,1504,840,1410,164,94,676,74,56,3150,1600,950,2525,875,1425,0
450,1,0,116.0,96.0,134.0,109.0,4002,3784,3219,3135,783,649,1986,1241,1800,489,186,752,74,57,2800,1750,950,2625,1225,1475,0
457,1,0,131.0,104.0,140.0,117.0,4019,3918,3191,3247,828,671,1586,841,1300,34,286,807,77,58,2800,1750,950,2775,1225,1575,0
464,1,0,129.5,112.0,140.0,117.0,3918,4008,3135,3359,783,649,1463,743,1185,64,278,679,92,58,2775,2000,950,2775,1250,1575,0
471,1,0,134.5,117.0,140.0,117.0,4053,3426,3247,2799,806,627,928,889,900,184,28,705,92,60,2775,2300,950,3125,1250,1575,0
479,1,0,144.5,115.0,172.0,125.0,4299,2978,3471,2351,828,627,939,529,815,169,124,360,92,60,2775,2400,1075,3125,1250,1575,0
486,1,0,148.5,120.0,172.0,125.0,4551,3073,3723,2379,828,694,1309,452,1085,29,224,423,92,60,3725,2450,1075,3125,1300,1575,0
493,1,0,149.5,125.0,180.0,125.0,4932,3095,4059,2379,873,716,1272,550,1240,39,32,511,92,60,3725,3150,1075,3125,1300,1575,0
500,1,0,158.0,125.0,180.0,125.0,5128,3263,4143,2547,985,716,1437,825,1285,234,152,591,92,60,4300,3300,1325,3125,1325,1575,0
507,1,0,149.5,128.0,180.0,133.0,5078,3202,4115,2463,963,739,2043,1118,1775,439,268,679,92,60,4475,3550,1325,3125,1900,1575,0
514,1,0,159.0,126.0,180.0,133.0,5184,2737,4199,2043,985,694,1674,749,1440,119,234,630,92,49,4550,3600,1325,3125,2050,2175,0
521,1,0,159.0,120.0,180.0,141.0,5066,2278,4059,1651,1007,627,1104,925,1075,219,29,706,92,45,4150,3400,1325,3125,2225,2575,0
529,1,0,168.0,123.0,180.0,141.0,5044,2300,4059,1651,985,649,991,765,950,54,41,711,92,45,4750,3550,1325,3375,2275,2575,0
536,1,0,162.5,116.0,180.0,149.0,4770,2412,3807,1763,963,649,1532,855,1375,89,157,766,90,47,5375,3125,1325,3375,2425,2736,0
543,1,0,156.0,114.0,180.0,149.0,4904,2362,3919,1735,985,627,1528,926,1255,84,273,842,88,48,4700,2825,1325,3375,3125,3036,0
550,1,0,163.0,110.0,180.0,149.0,4820,2490,3835,1819,985,671,1543,1031,1150,134,393,897,99,49,4700,2700,1325,3375,3300,3436,0
557,1,0,154.0,100.0,180.0,149.0,4887,2714,3947,2043,940,671,2120,987,1615,64,505,923,99,49,3900,2325,1325,3375,3950,4286,0
562,1,0,154.0,95.0,180.0,149.0,4887,2776,3947,2127,940,649,2120,1023,1615,44,505,979,99,45,3900,2125,1325,3375,3950,4736,0
7,2,2,13.0,13.0,15.0,15.0,293,293,293,293,0,0,35,35,35,35,0,0,12,12,0,0,0,0,0,0,1
14,2,2,14.0,14.0,15.0,15.0,671,671,671,671,0,0,70,70,70,70,0,0,13,13,0,0,0,0,0,0,1
21,2,2,14.0,14.0,15.0,15.0,699,699,699,699,0,0,50,50,50,50,0,0,13,13,0,0,0,0,0,0,1
29,2,2,15.0,15.0,15.0,15.0,699,783,699,783,0,0,90,45,90,45,0,0,14,14,0,0,0,0,0,0,1
36,2,2,15.0,15.0,23.0,15.0,811,755,811,755,0,0,140,135,140,135,0,0,14,14,0,0,0,0,0,0,1
43,2,2,16.0,16.0,23.0,23.0,811,811,811,811,0,0,30,35,30,35,0,0,15,15,0,0,0,0,0,0,1
50,2,2,17.0,17.0,23.0,23.0,867,839,867,839,0,0,10,10,10,10,0,0,16,16,0,0,0,0,0,0,1
57,2,2,18.0,18.0,23.0,23.0,923,839,923,839,0,0,45,35,45,35,0,0,17,17,0,0,0,0,0,0,1
64,2,2,19.0,19.0,23.0,23.0,1007,951,1007,951,0,0,115,100,115,100,0,0,18,18,0,0,0,0,0,0,1
71,2,2,19.0,19.0,23.0,23.0,979,979,979,979,0,0,25,10,25,10,0,0,18,18,0,0,0,0,0,0,1
79,2,2,20.0,20.0,23.0,23.0,1051,945,1007,923,44,22,103,64,95,60,8,4,19,19,0,0,0,0,0,0,1
86,2,2,21.0,21.0,23.0,23.0,1102,1012,923,923,179,89,77,41,45,25,32,16,20,20,0,0,150,150,0,0,1
93,2,2,22.0,22.0,23.0,23.0,1018,1085,839,951,179,134,98,122,50,90,48,32,21,21,0,0,150,150,0,0,1
100,2,2,22.0,22.0,23.0,23.0,1191,1130,923,951,268,179,144,101,60,45,84,56,21,21,0,0,150,150,0,0,1
107,2,2,23.0,23.0,23.0,23.0,1158,1163,867,895,291,268,220,241,100,145,120,96,22,22,0,0,150,150,0,0,1
114,2,2,23.0,24.0,23.0,31.0,1236,1152,923,839,313,313,325,336,165,200,160,136,23,23,0,0,150,150,0,0,1
121,2,2,24.0,24.0,31.0,31.0,1230,1236,895,923,335,313,460,486,260,310,200,176,23,23,0,0,300,450,0,0,1
129,2,2,28.0,29.0,31.0,31.0,1314,1281,979,923,335,358,86,161,50,145,36,16,24,24,0,0,450,450,0,0,1
136,2,2,28.0,29.0,31.0,31.0,1370,1202,1035,867,335,335,141,207,115,155,26,52,24,24,0,0,450,450,0,0,1
143,2,2,28.0,29.0,31.0,31.0,1320,1236,1007,923,313,313,117,353,105,265,12,88,24,25,0,0,450,450,0,0,1
150,2,2,29.0,29.0,31.0,31.0,1270,1208,979,895,291,313,213,403,165,275,48,128,24,25,0,150,450,450,0,0,1
157,2,2,31.0,29.0,39.0,39.0,1314,1214,979,923,335,291,268,254,180,240,88,14,25,25,175,325,450,450,0,0,1
164,2,2,29.0,29.0,39.0,39.0,1314,1242,979,951,335,291,533,489,405,435,128,54,25,25,175,325,450,450,0,0,1
171,2,2,32.0,31.0,39.0,39.0,1292,1258,979,923,313,335,374,64,360,20,14,44,25,25,350,325,750,450,0,0,1
179,2,2,32.0,32.0,39.0,39.0,1258,1342,923,1007,335,335,124,184,70,100,54,84,25,25,350,325,750,450,0,0,1
186,2,2,33.0,32.0,39.0,39.0,1286,1264,951,951,335,313,129,220,35,100,94,120,25,25,350,325,750,450,0,0,1
193,2,2,33.0,35.0,39.0,39.0,1292,1342,979,1007,313,335,180,165,50,55,130,110,25,26,350,325,750,450,0,0,1
200,2,2,37.0,35.0,39.0,39.0,1292,1264,979,951,313,313,90,311,70,165,20,146,26,26,650,500,750,750,0,0,1
